label;genre;origin
Basim;M;arabic
Basma;F;arabic
Basmath;F;biblical
Bassam;M;arabic
Bassem;M;arabic
Bastiaan;M;dutch
Bastian;M;german, english
Bastien;M;french
Basu;M;indian
Basya;F;jewish
Bathsheba;F;biblical
Battista;M;italian
Batya;F;jewish
Batyah;F;jewish
Baudouin;M;french
Bautista;M;spanish
Baya;F;
Baylee;F;english (modern)
Bea;F;english
Bearach;M;irish
Beata;F;polish, german, scandinavian
Beate;F;german
Beathag;F;scottish
Beathan;M;scottish
Beatrice;F;italian, english
Beatriu;F;catalan
Beatrix;F;english, german
Beatriz;F;spanish, portuguese
Beau;M;english
Beaumont;M;english
Beauregard;M;english
Beavis;M;
Becca;F;english
Becka;F;english
Beckah;F;english
Becky;F;english
Bede;M;history
Bedelia;F;irish
Bedivere;M;welsh mythology
Bedrich;M;czech
Bedros;M;armenian
Bedwyr;M;welsh, welsh mythology
Bee;F;english
Beelzebub;M;biblical
Behnam;M;iranian
Behram;M;iranian
Behruz;M;iranian
Beileag;F;scottish
Beitris;F;scottish
Bekki;F;english (modern)
Belenus;M;celtic mythology (latinized)
Belgin;F;turkish
Beli;M;welsh mythology
Belinda;F;english
Bella;F;italian
Belle;F;english
Bellona;F;roman mythology
Belphoebe;F;literature
Ben;M;english
Benaiah;M;biblical
Bence;M;hungarian
Bendiks;M;latvian
Bendt;M;danish
Benedek;M;hungarian
Benedetta;F;italian
Benedetto;M;italian
Benedict;M;english
Benedicta;F;late roman
Benedicte;F;
Benedikt;M;german
Benedikta;F;german, czech
Benedikte;F;danish, norwegian
Benedita;F;portuguese
Benedito;M;portuguese
Benesh;M;jewish
Bengt;M;swedish
Bengta;F;swedish
Beniamino;M;italian
Benigna;F;spanish, italian, portuguese
Benigno;M;italian, spanish, portuguese
Benita;F;spanish, english
Benito;M;spanish, italian
Benjam;M;spanish
Benjamin;M;english, french, german, hungarian, biblical
Benjamine;F;french
Benjy;M;english
Bennett;M;english
Bennie;M;english
Benno;M;german
Benny;M;english
Beno;M;
Benoit;M;french
Benoite;F;french
Benson;M;english
Bent;M;danish
Bente;F;danish
Bentley;M;english
Bento;M;portuguese
Benton;M;english
Benvenuto;M;italian
Beowulf;M;anglo-saxon mythology
Beppe;M;italian
Ber;M;jewish
Berach;M;irish
Berenice;F;english, italian
Bergliot;F;norwegian
Bergljot;F;norwegian
Berit;F;scandinavian
Berjouhi;F;armenian
Berk;M;turkish
Berkant;M;turkish
Berker;M;turkish
Berlin;F;
Bern;M;hungarian
Berna;F;turkish
Bernadett;F;hungarian
Bernadette;F;french
Bernadine;F;english
Bernard;M;english, french
Bernardetta;F;italian
Bernardine;F;english, french
Bernardino;M;italian, spanish, portuguese
Bernardo;M;italian, spanish, portuguese
Bernat;M;catalan
Bernd;M;german
Bernetta;F;english
Bernhard;M;german
Bernice;F;english, biblical
Bernie;M;english
Berniece;F;english
Bernt;M;scandinavian
Berry;M,F;english
Bert;M;english, dutch,hungarian
Berta;F;polish, czech, hungarian, german, spanish
Bertalan;M;hungarian
Bertha;F;german, english
Berthe;F;french
Berthold;M;german
Bertie;M,F;english
Bertille;F;
Bertina;F;english
Bertoldo;M;italian
Bertram;M;english
Bertrand;M;french, english
Bertrando;M;italian
Berwyn;M;welsh
Beryl;F;english
Bess;F;english
Bessie;F;english
Beth;F;english
Bethan;F;welsh
Bethania;F;spanish
Bethany;F;english, biblical
Bethel;F;biblical
Bethney;F;english (modern)
Bethuel;M;biblical
Betrys;F;welsh
Betsy;F;english
Bette;F;english
Bettie;F;english
Bettina;F;english, italian
Bettino;M;italian
Betty;F;english
Bettye;F;english (modern)
Beulah;F;biblical, english
Bevan;M;welsh
Beverley;F;english
Beverly;F;english
Bevin;F;irish
Bevis;M;english
Beya;F;
Beylke;F;jewish
Bhaltair;M;scottish
Bharat;M;indian, hindu mythology
Bhaskar;M;indian
Biaggio;M;spanish
Biagino;M;italian
Biagio;M;italian
Bianca;F;italian
Bibiana;F;italian, spanish
Bice;F;italian
Bich;F;vietnamese
Biddy;F;irish, english
Bidelia;F;irish, english
Bienvenida;F;spanish
Bijay;M;indian
Bijoy;M;indian
Bilal;M;
Bile;M;irish mythology
Bilel;M;
Bilge;F;turkish
Bilhah;F;biblical
Bill;M;english
Billie;M,F;english
Billy;M;english
Bindy;F;english
Bine;F;danish
Binh;M;vietnamese
Binta;F;
Bintou;F;
Binyamin;M;jewish
Birger;M;scandinavian
Birgit;F;scandinavian
Birgitta;F;scandinavian
Bithiah;F;biblical
Bjarne;M;scandinavian
Bjoern;M;scandinavian
Bjorne;M;scandinavian
Blaanid;F;manx
Blaine;M;
Blair;M,F;scottish
Blaise;M;french
Blake;M;english
Blanca;F;spanish
Blanch;F;english
Blanche;F;french, english
Blandine;F;
Blanid;F;irish
Blaze;M;english
Blazej;M;polish, czech
Blejan;F;cornish
Blessing;F;
Blodeuwedd;F;welsh, welsh mythology
Blodeuyn;F;welsh
Blodwen;F;welsh
Blondie;F;english
Blossom;F;english
Bluma;F;jewish
Blythe;M;english
Bo;M;swedish, danish, chinese
Boadicea;F;ancient celtic (latinized)
Boaz;M;biblical, jewish
Bob;M;english
Bobbi;F,M;english
Bobbie;F,M;english
Bobby;M,F;english
Bodil;F;scandinavian
Bogdan;M;polish, russian
Bogdana;F;polish, russian
Boghos;M;armenian
Bogumil;M;polish
Boguslaw;M;polish
Bohdan;M;czech, ukrainian
Bohumir;M;czech
Bohuslav;M;czech, ukrainian
Bohuslava;F;czech, ukrainian
Boipelo;M,F;african
Boitumelo;F;african
Bojan;M;slovene, serbian, croatian
Bojana;F;slovene, serbian, croatian
Bolanle;F;african
Boldizs;M;hungarian
Bolek;M;polish
Boleslav;M;russian
Boleslava;F;russian
Boleslaw;M;polish
Boleslawa;F;polish
Bolivar;M;spanish
Bonaventure;M;italian
Boniface;M;english, french
Bonifacio;M;italian, spanish, portuguese
Bonifaz;M;german
Bonita;F;english
Bonnie;F;english
Booker;M;english
Bopha;F;khmer
Bora;M;turkish
Borghild;F;scandinavian
Boris;M;russian
Borislav;M;russian, serbian
Borya;M;russian
Bosede;M;african
Bosmat;F;jewish
Botros;M;arabic
Botum;F;khmer
Boubacar;M;
Boubou;M;
Bouchra;F;
Boudicca;F;ancient celtic
Boulos;M;arabic
Boutros;M;arabic
Boyce;M;english
Boyd;M;scottish
Bozidar;M;czech
Bozydar;M;polish
Br;F;irish
Brack;M;english
Brad;M;english
Braden;M;english, irish
Bradford;M;english
Bradley;M;english
Brady;M,F;english, irish
Braeden;M;english, irish
Braelyn;F;english (modern)
Brahim;M;
Brahma;M;hindu mythology
Braiden;M;english, irish
Braidy;M,F;english, irish
Braith;F,M;welsh
Bram;M;english, dutch
Bran;M;irish, irish mythology, welsh, welsh mytholog
Brand;M;english
Branda;F;english
Brande;F;english
Branden;M;english
Brandi;F;english
Brandie;F;english
Brandon;M;english
Brandt;M;english
Brandy;F;english
Branimir;M;croatian, bulgarian
Branislav;M;serbian, slovak, croatian, czech
Branislava;F;serbian, slovak, croatian, czech
Branka;F;croatian, serbian, slovene, czech
Branko;M;croatian, serbian, slovene, czech
Brannon;M;
Brant;M;english
Branwen;F;welsh, welsh mythology
Bras;M;portuguese
Bratumil;M;polish
Brava;F;esperanto
Braxton;M;english
Brayan;M;
Brayden;M;english
Breana;F;english
Breand;M;irish
Breann;F;english
Breanna;F;english
Breanne;F;english
Breda;F;irish
Breindel;F;jewish
Brenda;F;english
Brendan;M;irish, english
Brenden;M;english
Brendon;M;english
Brenna;F;
Brennan;M;irish, english
Brennus;M;ancient celtic (latinized)
Brent;M;english
Bret;M;english
Brett;M;english
Briac;M;
Briallen;F;welsh
Brian;M;irish, english
Briana;F;english
Brianna;F;english, irish
Brianne;F;english
Briar;M,F;english
Brice;M;french
Bride;F;irish
Bridger;M;english
Bridget;F;irish, scottish, english, irish mythology
Bridgette;F;english
Bridie;F;english
Brielle;F;
Brieuc;M;
Brigham;M;english
Brighid;F;irish, irish mythology
Brigid;F;irish, irish mythology
Brigida;F;italian, spanish
Brigit;F;irish, scottish, english
Brigitta;F;german, hungarian
Brigitte;F;german, french
Brin;M;
Briony;F;english
Briscoe;M;english
Bristol;M;english
Britney;F;english
Britt;F;swedish
Britta;F;swedish
Brittani;F;english (modern)
Brittany;F;english
Brittney;F;english
Britton;M;english
Brock;M;english
Brodie;M;irish, english
Brody;M;irish, english
Brogan;M,F;irish
Bron;F;
Bronagh;F;irish
Bronislav;M;czech, slovak, russian
Bronislava;F;czech, slovak, russian
Bronislaw;M;polish
Bronislawa;F;polish
Bronte;M;english
Bronwen;F;welsh
Bronwyn;F;welsh
Brook;M,F;english
Brooke;F,M;english
Brooklyn;F;english
Brooks;M;english
Bruce;M;scottish, english
Bruna;F;italian
Brune;F;
Brunella;F;italian
Brunette;F;
Brunhilde;F;german, germanic mythology
Bruno;M;german, italian, spanish, portuguese, french
Brutus;M;ancient roman
Bryan;M;english
Bryana;F;english
Bryanna;F;english
Bryant;M;english
Bryce;M;english
Bryn;M,F;welsh
Brynja;F;icelandic
Brynmor;M;welsh
Brynn;M,F;welsh
Brynne;F;
Bryony;F;english
Bryson;M;
Buck;M;english
Bud;M;english
Buddy;M;english
Budur;F;arabic
Buffy;F;english
Bulus;M;arabic
Bulut;M;turkish
Burcu;F;turkish
Burgundy;F;english
Burkhard;M;german
Burt;M;english
Burton;M;english
Buster;M;english
Buz;M;biblical
Byelobog;M;slavic mythology
Byrne;M;english
Byron;M;english
Bysshe;M;english
C;M;
Cade;M;english
Cadell;M;welsh
Caden;M;english
Cadence;F,M;english
Cadeyrn;M;ancient celtic
Cadfael;M;welsh
Cadfan;M;welsh
Cadi;F;
Cadoc;M;welsh
Cadogan;M;welsh, irish
Cadwalader;M;welsh
Cadwgawn;M;welsh
Caecilia;F;german
Caedmon;M;english
Caelestis;M;late roman
Caelie;F;english
Caerwyn;M;welsh
Caesar;M;ancient roman, english
Caetano;M;portuguese
Caetlin;F;
Cahal;M;irish
Cahir;M;irish
Cai;M;
Cailean;M;scottish
Caileigh;F;english
Cailin;F;
Cain;M;biblical
Cainan;M;biblical
Cairbre;M;irish, scottish
Cairo;M;english
Caitlin;F;irish, english
Caitlyn;F;english
Caitria;F;irish
Caius;M;ancient roman
Cajsa;F;swedish
Cal;M;english
Calanthe;F;english
Calanthia;F;english
Calbhach;M;irish
Caleb;M;english, biblical
Caleigh;F;english
Caligula;M;history
Calista;F;english
Calisto;F;spanish, portuguese
Calix;M;
Calixte;M;
Calla;F;english
Callahan;M;english
Callias;M;ancient greek (latinized)
Callie;F;english
Calliope;F;greek mythology (latinized)
Callista;F;english
Callisto;M;italian
Callistus;M;late roman
Callum;M;scottish
Calogera;F;italian
Calogero;M;italian
Calum;M;scottish
Calvagh;M;irish
Calvin;M;english
Calvino;M;italian
Calypso;F;greek mythology (latinized)
Cambria;F;english
Camden;M;english
Camelia;F;romanian
Camellia;F;english
Cameron;M,F;scottish, english
Camil;M;
Camila;F;
Camilia;F;
Camilla;F;english, italian, ancient roman, roman mythol
Camille;F,M;french
Camillo;M;italian
Camillus;M;ancient roman
Camilo;M;spanish, portuguese
Cammie;F;english
Campbell;M;scottish
Camron;M;english
Camryn;F;english
Can;M;turkish
Canan;F;turkish
Candace;F;english, biblical
Cande;F;
Candela;F;spanish
Candelaria;F;spanish
Candelario;M;spanish
Candelas;F;spanish
Candi;F;english (modern)
Candice;F;english
Candida;F;english
Candis;F;english
Candy;F;english
Canute;M;english
Caoilainn;F;irish
Caoilfhionn;F;irish
Caoimh;M;irish
Caoimhe;F;irish, scottish
Caolan;M;irish
Caprice;F;italian
Capricia;F;
Caprina;F;
Capucine;F;
Cara;F;english
Caradoc;M;welsh
Caradog;M;welsh
Caramia;F;
Caratacus;M;ancient celtic (latinized)
Carbrey;M;irish, scottish
Carbry;M;irish, scottish
Cardea;F;roman mythology
Careen;F;english
Caren;F;english
Carey;M,F;irish, english
Cari;F;
Caridad;F;spanish
Carin;F;english
Carina;F;scandinavian, german, english
Carine;F;french, english
Caris;F;english
Carissa;F;english
Carita;F;english
Carl;M;german, english
Carla;F;italian, portuguese, english, german
Carlene;F;english
Carles;M;catalan
Carley;F;english
Carlie;F;english
Carlisa;F;english (modern)
Carlisle;M;english
Carlito;M;spanish, portuguese
Carlitos;M;spanish, portuguese
Carlo;M;italian
Carlos;M;spanish, portuguese
Carlotta;F;italian
Carlton;M;english
Carly;F;english
Carlyle;M;english
Carlyn;F;english
Carmel;F;english, biblical
Carmela;F;italian, spanish
Carmelita;F;spanish
Carmella;F;english
Carmelo;M;spanish
Carmen;F;spanish, english
Carmi;M;biblical
Carmina;F;italian
Carmine;M;italian
Carmo;F;portuguese
Carol;F,M;english
Carola;F;english
Carole;F;french
Carolina;F;italian, spanish, portuguese, english
Caroline;F;french, english
Carolus;M;ancient germanic (latinized)
Carolyn;F;english
Caron;F;welsh
Carpus;M;biblical, ancient greek (latinized)
Carran;M;
Carreen;F;english
Carrie;F;english
Carrol;M;irish
Carroll;M;irish
Carry;F;english
Carson;M,F;scottish, irish, english
Carsten;M;german
Carter;M;english
Carwyn;M;welsh
Cary;M,F;english
Caryl;F;english
Caryn;F;english
Carys;F;welsh
Casey;M,F;english
Casimir;M;english
Casimiro;M;spanish, portuguese, italian
Caspar;M;dutch
Casper;M;dutch
Cass;F;english
Cassandra;F;english, greek mythology (latinized)
Cassandre;F;
Cassarah;F;english
Cassia;F;english, ancient roman
Cassian;M;english
Cassidy;F,M;english
Cassie;F;english
Cassiopea;F;greek mythology (latinized)
Cassiopee;F;
Cassiopeia;F;greek mythology (latinized)
Cassius;M;ancient roman
Castille;F;
Castor;M;greek mythology (latinized)
Catahecassa;M;native american
Catalina;F;spanish
Catarina;F;italian, portuguese
Cate;F;english
Caterina;F;italian, catalan
Cath;M;irish
Cathair;M;irish
Cathal;M;irish
Cathaoir;M;irish
Catharine;F;english
Catherina;F;spanish
Catherine;F;english, french
Cathleen;F;irish, english
Cathryn;F;english
Cathy;F;english
Catina;F;
Catrin;F;welsh
Catrina;F;irish, scottish
Catriona;F;irish, scottish
Cayetano;M;spanish
Cayley;F;english (modern)
Ceallach;M;irish
Ceallagh;M;irish
Ceara;F;english
Cearbhall;M;irish
Cearra;F;english
Cebri;M;spanish
Cecelia;F;english
Cecil;M;english
Cecile;F;
Cecilia;F;english, italian, spanish, scandinavian
Cecilija;F;slovene
Cecilio;M;spanish, portuguese, italian
Cecily;F;english
Cedar;F;english
Cedric;M;english
Cees;M;dutch
Ceinwen;F;welsh
Celandine;F;english
Celeste;F;english
Celestin;M;
Celestina;F;spanish, italian
Celestine;F;
Celestino;M;spanish, italian, portuguese
Celia;F;english, italian
Celian;M;
Celina;F;
Celine;F;
Celino;M;italian, spanish
Celio;M;italian, spanish, portuguese
Celso;M;italian, spanish, portuguese
Celyn;M;welsh
Cenek;M;czech
Cephalus;M;greek mythology (latinized)
Cephas;M;biblical
Cepheus;M;greek mythology (latinized)
Cerberus;M;greek mythology (latinized)
Ceren;F;turkish
Ceres;F;roman mythology
Ceri;M,F;welsh
Ceridwen;F;welsh, welsh mythology
Cerise;F;french
Cernunnos;M;celtic mythology (latinized)
Cerridwyn;F;welsh
Cerys;F;welsh
Cesaire;M;french
Cesar;M;
Cesare;M;italian
Cezar;M;portuguese, polish, romanian
Cha;M;
Chad;M;english
Chadwick;M;english
Chahine;M;
Chahinez;F;
Chaï;M;
Chaim;M;jewish
Chaïma;F;
Chalchiuhticue;F;new world mythology
Chalice;F;english
Chanah;F;jewish
Chance;F,M;english
Chanda;F,M;indian
Chandan;M;indian
Chandana;M,F;indian
Chander;M;indian
Chandler;M;english
Chandra;F,M;indian, hindu mythology
Chandrakant;M;indian
Chandrakanta;F;indian
Chanel;F;english
Chang;M;chinese
Chania;F;
Channah;F;jewish
Channing;M;english
Chant;F;french
Chantal;F;french, english
Chantel;F;english
Chantelle;F;english
Chao;M;chinese
Chara;F;greek
Charalampos;M;greek
Charis;F;english
Charissa;F;english
Charita;F;english
Charity;F;english
Charla;F;english
Charlène;F;english
Charles;M;english, french
Charley;F,M;english
Charlie;M,F;english
Charline;F;french
Charlize;F;
Charlot;M;french
Charlotta;F;scandinavian
Charlotte;F;french, english
Charlton;M;english
Charly;M;
Charmaine;F;english
Charmian;F;english
Charna;F;jewish
Charnette;F;english (modern)
Charo;F;spanish
Chas;M;english
Chase;M;english
Chasity;F;english
Chastity;F;english
Chatzkel;M;jewish
Chau;F;vietnamese
Chauncey;M;english
Chava;F;jewish
Chaya;F;jewish
Chayim;M;jewish
Chayma;F;
Chaz;M;english
Che;M;spanish
Cheick;M;
Cheick-Oumar;M;
Cheikh;M;
Chelle;F;english
Chelo;F;spanish
Chelsea;F;english
Chelsey;F;english
Chelsie;F;english
Chenaniah;M;biblical (variant)
Chenda;F;khmer
Cheng;M;chinese
Cher;F;english
Cherette;F;english
Cheri;F;english
Cherice;F;english (modern)
Cherie;F;english
Cherilyn;F;english
Cherise;F;english
Cherish;F;english
Chernobog;M;slavic mythology
Cherokee;F,M;english
Cherry;F;english
Cheryl;F;english
Chesed;F;jewish
Chesley;M;english
Chester;M;english
Chet;M;english
Chetana;M;indian
Chevonne;F;irish
Cheyanne;F;english (modern)
Cheyenne;F,M;english
Chi;F;vietnamese
Chiara;F;italian
Chiarina;F;italian
Chibuzo;M,F;african
Chiela;F;esperanto
Chika;F;japanese
Chikako;F;japanese
Chile;M;english
Chin;M,F;chinese
China;F;english
Chip;M;english
Chirine;F;
Chita;F;spanish
Chiumbo;M;african
Chizoba;M,F;african
Chlo;F;french
Chloe;F;english, biblical, greek mythology
Chloris;F;greek mythology
Chonsie;F;english
Chris;M,F;english
Chrissie;F;english
Chrissy;F;english
Christ;M;theology
Christa;F;german, danish, english
Christabel;F;english
Christabella;F;english
Christabelle;F;english
Christal;F;english (modern)
Christelle;F;french
Christen;F;
Christer;M;swedish, danish
Christi;F;english
Christiaan;M;dutch
Christian;M;english, french, german
Christiana;F;english
Christiane;F;german, french
Christianne;F;english, french
Christie;F;english
Christin;F;scandinavian, german
Christina;F;english
Christine;F;french, english
Christmas;M;english
Christobel;F;english
Christoffer;M;scandinavian
Christoph;M;german
Christophe;M;french
Christopher;M;english
Christos;M;theology
Christy;F;english
Chrysanta;F;english
Chrysanthe;F;greek, ancient greek
Chrysanthos;M;greek, ancient greek
Chryseis;F;greek mythology
Chryssa;F;english
Chrystal;F;english (modern)
Chucho;M;spanish
Chuck;M;english
Chun;F,M;chinese
Chus;M;spanish
Chylan;M;
Chyna;F;english (modern)
Cian;M;irish, irish mythology,irish
Ciannait;F;irish
Ciara;F;irish
Ciaran;M;irish
Cibor;M;polish
Cicely;F;english
Cicero;M;ancient roman
Ciel;F;english
Ciera;F;
Cierra;F;
Cili;F;hungarian
Cilka;F;slovene
Cill;M;irish
Cilla;F;
Cillian;M;irish
Cinderella;F;literature
Cindra;F;english (modern)
Cindy;F;english
Cinzia;F;italian
Cionaodh;M;irish
Ciprian;M;romanian
Cipriano;M;italian
Circe;F;greek mythology (latinized)
Ciriaco;M;italian, spanish
Ciril;M;slovene
Cirillo;M;italian
Cirino;M;italian, spanish
Ciro;M;italian, spanish
Cissy;F;
Citlali;F,M;native american
Cl;F;
Claire;F;french
Clancy;M;irish, english
Clara;F;english, italian, german, spanish, portuguese
Clare;F;english
Clarence;M;english
Clarette;F;
Claribel;F;english
Clarice;F;english, french
Clarinda;F;english
Clarissa;F;english, italian
Clarisse;F;french
Clarity;F;english
Clark;M;english
Claud;M;english
Claude;M,F;french, english
Claudette;F;french
Claudia;F;english, german, italian, spanish, portuguese
Claudine;F;french
Claudio;M;italian, spanish, portuguese
Claudiu;M;romanian
Claudius;M;ancient roman, english
Claus;M;german
Clay;M;english
Clayton;M;english
Clea;F;
Cledwyn;M;welsh
Cleena;F;irish
Cleisthenes;M;ancient greek (latinized)
Clelia;F;italian
Clelie;F;
Clem;M;english
Clematis;F;english
Clemence;F;
Clemency;F;english
Clemens;M;german
Clement;M;english
Clemente;M;italian, spanish
Clementina;F;italian, spanish, portuguese
Clementine;F;french
Cleo;F;english
Cleon;M;ancient greek (latinized)
Cleopatra;F;ancient greek (latinized), english
Cleophee;F;
Cletes;M;
Cletis;M;
Cleto;M;italian, spanish, portuguese
Cletus;M;ancient greek (latinized)
Cleve;M;english
Cleveland;M;english
Cliff;M;english
Clifford;M;english
Clifton;M;english
Clint;M;english
Clinton;M;english
Clio;F;greek mythology (latinized), italian
Clitus;M;ancient greek (latinized), english
Clive;M;english
Clo;F;
Clodagh;F;irish
Cloe;F;
Clothilde;F;french
Clotilda;F;english
Clotilde;F;
Clover;F;english
Clovia;F;
Clovis;M;ancient germanic (latinized)
Clyde;M,F;english
Clytemnestra;F;greek mythology (latinized)
Clytia;F;greek mythology (latinized)
Cnaeus;M;ancient roman
Cnut;M;
Coby;M;
Codie;M,F;english
Cody;M;english, irish
Coilean;M;irish
Coinneach;M;scottish
Cokkie;F;dutch
Colbert;M;english
Colby;M;english
Cole;M;english
Coleen;F;english
Coleman;M;english, irish
Colene;F;english
Colette;F;french
Colin;M;scottish, english
Coline;F;english
Colleen;F;english
Collin;M;english
Collyn;F;english
Colm;M;irish
Colombain;M;french
Colombe;F;
Colombina;F;italian
Colten;M;english
Colton;M;english
Colum;M;irish
Columba;M;late roman
Columban;M;english
Columbano;M;italian
Columbine;F;english
Columbo;M;italian
Côme;M;
Comfort;F;english
Comgal;M;irish
Comgan;M;irish
Comhgh;M;irish
Comhghall;M;irish
Conall;M;irish, scottish, irish mythology
Conan;M;irish
Concepci;F;spanish
Concepta;F;irish
Concetta;F;italian
Concetto;M;italian
Concha;F;spanish
Conchita;F;spanish
Conchobhar;M;irish, irish mythology
Concordia;F;english
Confucius;M;history
Conleth;M;irish
Conn;M;irish
Connell;M;english
Conner;M;
Connie;F;english
Connor;M;irish, english
Conor;M;irish, english
Conrad;M;english, german
Conrado;M;spanish
Consolata;F;italian
Constance;F;english, french
Constancia;F;portuguese
Constant;M;english, french
Constanta;F;romanian
Constantia;F;late roman
Constantijn;M;dutch
Constantin;M;french, romanian
Constantina;F;ancient roman
Constantine;M;history
Constanza;F;spanish
Consuela;F;spanish
Consuelo;F;spanish
Consus;M;roman mythology
Conway;M;
Cooper;M;english
Coos;M;dutch
Cora;F;english
Coral;F;english
Coralie;F;english
Coraline;F;
Corbin;M;english
Cordelia;F;english
Cordell;M;english
Cordula;F;english, german
Coreen;F;english
Corentin;M;breton, french
Coretta;F;english
Corey;M;english
Coriander;F;english
Corie;M;english
Corin;M;french
Corina;F;english, german, romanian
Corine;F;english
Corinna;F;english, german
Corinne;F;french
